HS2,HS4,HS6,description,clean_description
,,30331.0,"Fish; frozen, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen halibut reinhardtius hippoglossoide hippoglossus hippoglossus hippoglossus stenolepis exclude fillet fish meat edible fish offal subheading
,,30332.0,"Fish; frozen, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen plaice pleuronecte platessa exclude fillet fish meat edible fish offal subheading
,,30333.0,"Fish; frozen, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen sole solea spp exclude fillet fish meat edible fish offal subheading
,,30334.0,"Fish; frozen, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen turbot psetta maxima scophthalmidae exclude fillet fish meat edible fish offal subheading
,,30339.0,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen flat fish item exclude fillet fish meat edible fish offal subheading
,,30341.0,"Fish; frozen, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen albacore longfinned tuna thunnu alalunga exclude fillet fish meat edible fish offal subheading
,,30342.0,"Fish; frozen, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen yellowfin tuna thunnu albacare exclude fillet fish meat edible fish offal subheading
,,30343.0,"Fish; frozen, skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen skipjack tuna stripe belly bonito katsuwonus pelamis exclude fillet fish meat edible fish offal subheading
,,30344.0,"Fish; frozen, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen bigeye tuna thunnu obesus exclude fillet fish meat edible fish offal subheading
,,30345.0,"Fish; frozen, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen atlantic pacific bluefin tuna thunnu thynnus thunnu orientali exclude fillet fish meat edible fish offal subheading
,,30346.0,"Fish; frozen, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen southern bluefin tuna thunnu maccoyii exclude fillet fish meat edible fish offal subheading
,,30349.0,"Fish; frozen, tuna, n.e.c. in item no. 0303.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen tuna item exclude fillet fish meat edible fish offal subheading
,,30351.0,"Fish; frozen, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen herring clupea harengus clupea pallasii exclude fillet fish meat edible fish offal subheading
,,30353.0,"Fish; frozen, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen sardine sardina pilchardus sardinop spp sardinella sardinella spp brisling sprat sprattus sprattus exclude fillet fish meat edible fish offal subheading
,,30354.0,"Fish; frozen, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen mackerel scomber scombrus scomber australasicus scomber japonicus exclude fillet fish meat edible fish offal subheading
,,30355.0,"Fish; frozen, jack and horse mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen jack horse mackerel trachurus spp exclude fillet fish meat edible fish offal subheading
,,30356.0,"Fish; frozen, cobia (Rachycentron canadum), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen cobia rachycentron canadum exclude fillet fish meat edible fish offal subheading
,,30357.0,"Fish; frozen, swordfish (Xiphias gladius), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen swordfish xiphias gladius exclude fillet fish meat edible fish offal subheading
,,30359.0,"Fish; frozen, n.e.c. in item no. 0303.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen item exclude fillet fish meat edible fish offal subheading
,,30363.0,"Fish; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen cod gadus morhua gadus ogac gadus macrocephalus exclude fillet fish meat edible fish offal subheading
,,30364.0,"Fish; frozen, haddock (Melanogrammus aeglefinus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen haddock melanogrammus aeglefinus exclude fillet fish meat edible fish offal subheading
,,30365.0,"Fish; frozen, coalfish (Pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen coalfish pollachius virens exclude fillet fish meat edible fish offal subheading
,,30366.0,"Fish; frozen, hake (Merluccius spp., Urophycis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen hake merluccius spp urophycis spp exclude fillet fish meat edible fish offal subheading
,,30367.0,"Fish; frozen, Alaska pollock (Theragra chalcogramma), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen alaska pollock theragra chalcogramma exclude fillet fish meat edible fish offal subheading
,,30368.0,"Fish; frozen, blue whitings (Micromesistius poutassou, Micromesistius australis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen blue whiting micromesistius poutassou micromesistius australis exclude fillet fish meat edible fish offal subheading
,,30369.0,"Fish; frozen, of Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, Muraenolepididae, other than cod, haddock, coalfish, hake, Alaska pollack, blue whitings, not fillets, meat of 0304, and edible offal of 0303.9",fish frozen bregmacerotidae euclichthyidae gadidae macrouridae melanonidae merlucciidae moridae muraenolepididae cod haddock coalfish hake alaska pollack blue whiting fillet meat edible offal
,,30381.0,"Fish; frozen, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen dogfish shark exclude fillet fish meat edible fish offal subheading
,,30382.0,"Fish; frozen, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen ray skate rajidae exclude fillet fish meat edible fish offal subheading
,,30383.0,"Fish; frozen, toothfish (Dissostichus spp.), excluding fillets, livers, roes, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen toothfish dissostichus spp exclude fillet liver roe edible fish offal subheading
,,30384.0,"Fish; frozen, seabass (Dicentrarchus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen seabass dicentrarchus spp exclude fillet fish meat edible fish offal subheading
,,30389.0,"Fish; frozen, n.e.c. in heading 0303, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",fish frozen head exclude fillet fish meat edible fish offal subheading
,,30391.0,"Fish; frozen, livers, roes and milt",fish frozen liver roe milt
,,30392.0,"Fish; frozen, shark fins",fish frozen shark fin
,,30399.0,"Fish; frozen, fish fins (other than shark fins), heads, tails, maws and other edible fish offal",fish frozen fish fin shark fin head tail maw edible fish offal
,,30431.0,"Fish fillets; fresh or chilled, tilapias (Oreochromis spp.)",fish fillet fresh chilled tilapia oreochromis spp
,,30432.0,"Fish fillets; fresh or chilled, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",fish fillet fresh chilled catfish pangasius spp silurus spp clarias spp ictalurus spp
,,30433.0,"Fish fillets; fresh or chilled, Nile perch (Lates niloticus)",fish fillet fresh chilled nile perch late niloticus
,,30439.0,"Fish fillets; fresh or chilled, carp (as specified by the WCO), eels (Anguilla spp.), and snakeheads (Channa spp.)",fish fillet fresh chilled carp specify wco eel anguilla spp snakehead channa spp
,,30441.0,"Fish fillets; fresh or chilled, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic (Salmo salar), Danube (Hucho hucho)",fish fillet fresh chilled salmon pacific oncorhynchus nerka oncorhynchus gorbuscha oncorhynchus keta oncorhynchus tschawytscha oncorhynchus kisutch oncorhynchus masou oncorhynchus rhodurus atlantic salmo salar danube hucho hucho
,,30442.0,"Fish fillets; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",fish fillet fresh chilled trout salmo trutta oncorhynchus mykiss oncorhynchus clarki oncorhynchus aguabonita oncorhynchus gilae oncorhynchus apache oncorhynchus chrysogaster
,,30443.0,"Fish fillets; fresh or chilled, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",fish fillet fresh chilled flat fish pleuronectidae bothidae cynoglossidae soleidae scophthalmidae citharidae
,,30444.0,"Fish fillets; fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae",fish fillet fresh chill family bregmacerotidae euclichthyidae gadidae macrouridae melanonidae merlucciidae moridae muraenolepididae
,,30445.0,"Fish fillets; fresh or chilled, swordfish (Xiphias gladius)",fish fillet fresh chilled swordfish xiphias gladius
,,30446.0,"Fish fillets; fresh or chilled, toothfish (Dissostichus spp.)",fish fillet fresh chilled toothfish dissostichus spp
,,30447.0,"Fish fillets; fresh or chilled, dogfish and other sharks",fish fillet fresh chilled dogfish shark
,,30448.0,"Fish fillets; fresh or chilled, rays and skates (Rajidae)",fish fillet fresh chilled ray skate rajidae
,,30449.0,"Fish fillets; fresh or chilled, other than fish of heading 0304.4",fish fillet fresh chilled fish head
,,30451.0,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, tilapias, catfish, carp, eels, Nile perch, and snakeheads",fish meat exclude fillet mince fresh chilled tilapia catfish carp eel nile perch snakehead
,,30452.0,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, salmonidae",fish meat exclude fillet mince fresh chilled salmonidae
,,30453.0,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae",fish meat exclude fillet mince fresh chill family bregmacerotidae euclichthyidae gadidae macrouridae melanonidae merlucciidae moridae muraenolepididae
,,30454.0,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, swordfish (Xiphias gladius)",fish meat exclude fillet mince fresh chilled swordfish xiphias gladius
,,30455.0,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, toothfish (Dissostichus spp.)",fish meat exclude fillet mince fresh chilled toothfish dissostichus spp
,,30456.0,"Fish meat; excluding fillets, whether or not minced; fresh or chilled, dogfish and other sharks",fish meat exclude fillet mince fresh chilled dogfish shark
,,30457.0,"Fish meat; excluding fillets, whether or not minced; fresh or chilled, rays and skates (Rajidae)",fish meat exclude fillet mince fresh chilled ray skate rajidae
,,30459.0,"Fish meat; excluding fillets, whether or not minced; fresh or chilled, of fish n.e.c. in item no. 0304.5",fish meat exclude fillet mince fresh chill fish item
,,30461.0,"Fish fillets; frozen, tilapias (Oreochromis spp.)",fish fillet frozen tilapia oreochromis spp
,,30462.0,"Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",fish fillet frozen catfish pangasius spp silurus spp clarias spp ictalurus spp
,,30463.0,"Fish fillets; frozen, Nile Perch (Lates niloticus)",fish fillet frozen nile perch late niloticus
,,30469.0,"Fish fillets; frozen, carp (Cyprinus/Carassius/Ctenopharyngodon idellus/Hypophthalmichthys/Cirrhinus/Mylopharyngodon piceus/Catla catla/Labeo/Osteochilus hasselti/Leptobarbus hoeveni/Megalobrama), eels (Anguilla) and snakeheads (Channa)",fish fillet frozen carp cyprinus carassius ctenopharyngodon idellus hypophthalmichthy cirrhinus mylopharyngodon piceus catla catla labeo osteochilus hasselti leptobarbus hoeveni megalobrama eel anguilla snakehead channa
